operator,target_number,b_party_number,call_type,timestamp,duration,latitude,longitude,first_cgi,first_bts_location,last_cgi,imei
airtel,9714499703,JD-SVESKR-S,SMT,2026-06-04T21:12:48,0,21.2966927,72.8914986,404-98-8331-230711655,21.2966927/72.8914986,---,866588055801530
bsnl,9477523061,57645,IN,2026-06-17T15:58:21,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,359912109839650
bsnl,9477523061,57645,IN,2026-06-17T15:58:25,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,359912109839650
bsnl,9477523061,57645,IN,2026-06-17T15:58:30,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,359912109839650
bsnl,9477523061,57645,IN,2026-06-17T15:58:34,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,359912109839650
bsnl,9477523061,50350310,IN,2026-06-17T16:29:21,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,359912109839650
bsnl,9477523061,9875651858,OUT,2026-06-19T12:15:04,760,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,404-81-724-24723,353832116804840
bsnl,9477523061,AX-INDANE-S,IN,2026-06-19T16:11:48,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603300
bsnl,9477523061,JD-INDANE-S,IN,2026-06-19T16:13:14,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603300
bsnl,9477523061,57645,IN,2026-06-20T12:38:59,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
bsnl,9477523061,57645,IN,2026-06-20T12:39:04,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
bsnl,9477523061,BT-MYNTRA-S,IN,2026-06-20T12:40:10,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
bsnl,9477523061,VM-MYNTRA-S,IN,2026-06-20T12:40:35,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
bsnl,9477523061,VM-MYNTRA-S,IN,2026-06-20T12:40:40,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
bsnl,9477523061,AX-INDANE-S,IN,2026-06-20T16:52:10,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
bsnl,9477523061,JD-INDANE-S,IN,2026-06-20T16:52:39,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
bsnl,9477523061,57645,IN,2026-06-21T15:16:28,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602670
bsnl,9477523061,57645,IN,2026-06-21T15:16:34,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602670
bsnl,9477523061,CP-FETCHN-S,IN,2026-06-21T15:20:06,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602670
bsnl,9477523061,AD-JEEMW-S,IN,2026-06-22T12:52:38,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603300
bsnl,9477523061,VA-FLPKRT-S,IN,2026-06-22T14:07:50,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500608990
bsnl,9477523061,VA-FLPKRT-S,IN,2026-06-22T14:08:29,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500608990
bsnl,9477523061,57645,IN,2026-06-23T19:07:50,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602680
bsnl,9477523061,57645,IN,2026-06-23T19:07:55,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602680
bsnl,9477523061,AD-JEEMW-S,IN,2026-06-23T19:20:39,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602680
bsnl,9477523061,JM-CAMIAL-S,IN,2026-06-23T19:21:11,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602680
bsnl,9477523061,CP-FETCHN-S,IN,2026-06-23T19:22:11,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602680
bsnl,9477523061,VM-BIGBKT-S,IN,2026-06-24T12:21:43,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500602670
bsnl,9477523061,JD-IESOUS-S,IN,2026-06-25T12:50:29,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
bsnl,9477523061,57575353,IN,2026-06-25T19:31:43,1,22.39711,88.43938,404-81-724-24723,Mallickpur II C; Kolkata; Lat-22.39711; Long-88.43938,-,355288500603320
jio,Disclaimer : This is system generated data. Signature is not required.,,,,0,,,,,,
jio,JP-JioPay-S,919877535365,A2P_SMSIN,2026-01-01T01:11:49,0,,,40585703AD319,,,866566042914856
jio,JP-JioPay-S,919877535365,A2P_SMSIN,2026-01-01T01:11:49,0,,,40585703AD319,,,866566042914856
jio,JP-JioPay-S,919877535365,A2P_SMSIN,2026-01-01T01:11:49,0,,,40585703AD319,,,866566042914856
jio,JP-JioPay-S,919877535365,A2P_SMSIN,2026-01-01T01:11:49,0,,,40585703AD319,,,866566042914856
jio,917069841567,919877535365,a_in,2026-01-10T19:58:52,11,,,40585705B1131,,40585705B1131,866566042914850
jio,919877535365,916301495154,a_out_vw,2026-01-20T19:01:04,602,,,40585705ADB15,,202.179.159.4:27950,866566042914850
jio,JP-JioPay-S,919877535365,A2P_SMSIN,2026-01-30T22:29:23,0,,,40585703AD330,,,866566042914856
jio,JK-620040-P,919877535365,A2P_SMSIN_wifi,2026-02-06T19:49:44,0,,,,,,866566042914856
jio,AX-ICICIT-S,919877535365,A2P_SMSIN,2026-02-17T20:09:22,0,,,405857025DC25,,,866566042914856
jio,919877535365,919724417874,a_out,2026-02-24T20:03:29,52,,,40585703AD316,,40585703AD316,866566042914850
jio,JP-JIOPAY-S,919877535365,A2P_SMSIN,2026-03-04T19:04:42,0,,,4058570375B24,,,866566042914856
jio,AX-ICICIT-S,919877535365,A2P_SMSIN,2026-03-11T15:02:06,0,,,405857026EC10,,,866566042914856
jio,JP-JIOPAY-S,919877535365,A2P_SMSIN,2026-03-18T19:40:22,0,,,40585703AD323,,,866566042914856
jio,BG-YESBNK-S,919877535365,A2P_SMSIN,2026-03-28T15:36:32,0,,,40585703AD319,,,866566042914856
jio,JP-JioPay-S,919877535365,A2P_SMSIN,2026-04-05T10:48:42,0,,,40585703AD319,,,866566042914856
jio,918264264964,919877535365,a_in,2026-04-08T15:13:46,85,,,40585703AD316,,40585703AD316,866566042914850
jio,JP-JIOPAY-S,919877535365,A2P_SMSIN,2026-04-15T14:00:14,0,,,40585703AD319,,,866566042914856
jio,919725965222,919877535365,a_in,2026-04-28T10:55:51,72,,,40585703AD323,,40585703AD323,866566042914850
jio,AD-YESBNK-S,919877535365,A2P_SMSIN,2026-05-08T12:19:44,0,,,4058570149B12,,,866566042914856
jio,918264264964,919877535365,a_in,2026-05-21T12:29:54,9,,,40585703AD316,,40585703AD316,866566042914850
jio,AD-ICICIT-S,919877535365,A2P_SMSIN,2026-05-21T12:40:29,0,,,40585703AD319,,,866566042914856
jio,AX-ICICIT-S,919877535365,A2P_SMSIN,2026-05-21T12:45:20,0,,,40585703AD319,,,866566042914856
jio,919877535365,918264264964,a_out,2026-05-21T12:57:16,25,,,40585703AD319,,40585703AD323,866566042914850
jio,JD-FXLN-S,919877535365,A2P_SMSIN,2026-05-21T13:01:32,0,,,40585703AD323,,,866566042914856
vi,CALL_FORWARD :- Call Forward,,,,0,,,,,,
vi,LRN :-Local Routing Number,,,,0,,,,,,
vi,Note :- This is a System generated Report.,,,,0,,,,,,
vi,08980261614,06352663530,Incoming,2026-01-01T10:08:37,26,,,404056205320221,OPEN PLOT OF MR AMITBHAI VEENUBHAI CHAVDA GOPAL PARK NR SHIVSAGAR HALL PLOT NO 117 MOJE MAVDI DIST RAJKOT-360004,404056205528433,869236064978130
vi,08980261614,09772303390,Outgoing,2026-01-01T10:32:38,13,,,404056205520773,BUILDING OF MUNICIPALITY COMMERCIAL COMPLEX  MAHUDI PLOT  BEHIND FIRE STATION ALKA SOCIETY CHANDRESH NAGAR  RAJKOT  DIST-RAJKOT  GUJARAT-360001,404056205520773,869236064978130
vi,08980261614,09904155220,Outgoing,2026-01-07T19:29:49,50,,,404056205407712,BUILDING OF MRS KUSUMBEN MANSUKHLAL VASANI R/S NO.376 PLOT NO.11 C/S NO.4921VEGETABLE MARKET ROAD GONDAL ROAD BHAKTINAGAR RAJKOT STATE GUJARAT PINCOD,404056205407712,869236064978130
vi,08980261614,07016287475,Incoming,2026-01-13T13:57:06,29,,,404056205310981,OPEN PLOT OF SIDHARTH BHAI VISHAL COMPLEX  MAHUDI PLOT  DIST- RAJKOT GUJARAT.-360004,404056205310981,869236064978130
vi,08980261614,09558554600,Outgoing,2026-01-20T13:00:49,17,,,404056205528431,BUILDING OF NALINBHAI MAVADI ROAD AT:RAJKOT DIST:RAJKOT GUJARAT 360004,404056205528433,869236064978130
vi,08980261614,JX-HONDAM-S,Incoming,2026-01-24T18:59:28,1,,,404056205310981,OPEN PLOT OF SIDHARTH BHAI VISHAL COMPLEX  MAHUDI PLOT  DIST- RAJKOT GUJARAT.-360004,404056205310981,869236064978130
vi,08980261614,VG-ViCARE-S,Incoming,2026-01-29T20:12:51,1,,,404056001263,BUILDING OF RADHIKA COMPLEX  PATEL COLONY-3 MACHANI NAGAR CHANDRESH NAGAR  RAJKOT  DIST:-RAJKOT. GUJARAT-360004,404056001263,869236064978130
vi,08980261614,09664658749,Outgoing,2026-02-03T20:55:00,38,,,404056205528431,BUILDING OF NALINBHAI MAVADI ROAD AT:RAJKOT DIST:RAJKOT GUJARAT 360004,404056205320221,869236064978130
vi,08980261614,06351053125,Incoming,2026-02-09T15:25:09,39,,,404056205310982,OPEN PLOT OF SIDHARTH BHAI VISHAL COMPLEX  MAHUDI PLOT  DIST- RAJKOT GUJARAT.-360004,404056205310981,869236064978130
vi,08980261614,07777974670,Incoming,2026-02-14T09:58:07,27,,,404056205320221,OPEN PLOT OF MR AMITBHAI VEENUBHAI CHAVDA GOPAL PARK NR SHIVSAGAR HALL PLOT NO 117 MOJE MAVDI DIST RAJKOT-360004,404056205528433,869236064978130
vi,08980261614,07990497400,Incoming,2026-02-18T21:21:47,30,,,404056205320222,OPEN PLOT OF MR AMITBHAI VEENUBHAI CHAVDA GOPAL PARK NR SHIVSAGAR HALL PLOT NO 117 MOJE MAVDI DIST RAJKOT-360004,404056205320221,869236064978130
vi,08980261614,09326216146,Outgoing,2026-02-23T12:50:42,15,,,404056205820323,OPEN PLOT OF MR ASHIF SABBIRHUSEN DAL NR STREET NO 8 MOCHIBAZAR 6 PLOT NO 290 GANDHIGRAM MOJE AND DIST-RAJKOT  GUJARAT-360001,404056205825283,869236064978130
vi,918980261614,919724693286,Incoming,2026-02-28T12:40:44,18,,,404226078557141,Sagar Developers saniya film studio Rd Chinchoti Maharashtra 401208 Chinchoti Palghar-401208,404226078557141,869236064978130
vi,08980261614,09558554600,Outgoing,2026-03-03T20:45:12,15,,,404056205520772,BUILDING OF MUNICIPALITY COMMERCIAL COMPLEX  MAHUDI PLOT  BEHIND FIRE STATION ALKA SOCIETY CHANDRESH NAGAR  RAJKOT  DIST-RAJKOT  GUJARAT-360001,404056205510162,869236064978130
vi,08980261614,08999499899,Incoming,2026-03-09T11:53:09,54,,,404056205825283,OPEN SPACE OF RMC RMC PLOT PR2 NEAR AASTHA ENCLAVE N/R HCG HOSPITAL 150FT ROADRAJKOT PINCODE 360005 POLICE STATION RAJKOT,404056205825283,869236064978130
vi,08980261614,09429268201,Incoming,2026-03-13T11:47:45,79,,,404056205825283,OPEN SPACE OF RMC RMC PLOT PR2 NEAR AASTHA ENCLAVE N/R HCG HOSPITAL 150FT ROADRAJKOT PINCODE 360005 POLICE STATION RAJKOT,404056205825283,869236064978130
vi,08980261614,09772303390,Outgoing,2026-03-18T12:13:46,22,,,404056205825283,OPEN SPACE OF RMC RMC PLOT PR2 NEAR AASTHA ENCLAVE N/R HCG HOSPITAL 150FT ROADRAJKOT PINCODE 360005 POLICE STATION RAJKOT,404056205825283,869236064978130
vi,08980261614,09664658749,Outgoing,2026-03-23T12:08:25,21,,,404056205813061,INDUS ACQUIRED RAJKOT GANDHIGRAM SITE ON BUILDING OF MADHAV COMPLEX NR RAMAPIR CHOWKDI GANDHIGRAM RAJKOT DIST-RAJKOT  GUJARAT-360007,404056205813061,869236064978130
vi,08980261614,09664658749,Incoming,2026-03-23T12:51:37,28,,,404056205825283,OPEN SPACE OF RMC RMC PLOT PR2 NEAR AASTHA ENCLAVE N/R HCG HOSPITAL 150FT ROADRAJKOT PINCODE 360005 POLICE STATION RAJKOT,404056205825283,869236064978130
vi,08980261614,08980619548,Incoming,2026-03-23T12:57:08,14,,,404056205825283,OPEN SPACE OF RMC RMC PLOT PR2 NEAR AASTHA ENCLAVE N/R HCG HOSPITAL 150FT ROADRAJKOT PINCODE 360005 POLICE STATION RAJKOT,404056205825283,869236064978130
vi,08980261614,07778065460,Incoming,2026-03-23T12:59:47,15,,,404056205825283,OPEN SPACE OF RMC RMC PLOT PR2 NEAR AASTHA ENCLAVE N/R HCG HOSPITAL 150FT ROADRAJKOT PINCODE 360005 POLICE STATION RAJKOT,404056205825283,869236064978130
vi,08980261614,07778065460,Outgoing,2026-03-23T13:13:42,24,,,404056205812383,BUILDING OF MADHUVAN APARTMENT NR MADHAPAR CHOKDI 15FT ROAG ROAD OMKAR PARK MOJE-MADHAPAR TAL & DIST-RAJKOT  GUJRAT-360006,404056205825283,869236064978130
